"""Valores Recolhidos - Art. 3ºA da Lei 8.685/93 -  Em Reais (R$) - 2009 a 2017""";;;
;;;
"""Ano de Recolhimento""";"""Empresa Remetente""";"""Empresa Estrangeira Contribuinte""";"""Valor (R$)"""
"""2010""";"""RCA COMPANY DE TELECOMUNICAÇÕES DE CABO FRIO LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""9728,06"""
"""2010""";"""SKY BRASIL SERVIÇOS LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""617888,68"""
"""2010""";"""SKY BRASIL SERVIÇOS LTDA""";"""BRASIL DISTRIBUTION, L.L.C.""";"""3268156,41"""
"""2010""";"""TELECAB TELECOMUNICAÇÕES LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""237,76"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Latin Film Funds (Netherlands) B.V.""";"""8186,62"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Proscenium Pictures, Limited""";"""10709,85"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GUSSI, S.A. DE C.V.""";"""21489,98"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""WHILAND INTERNATIONAL S.A""";"""48590,37"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GEM ENTERTAINMENT KFT""";"""67283,1"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""INTERNATIONAL DISTRIBUTION COMPANY, LLC.""";"""106602"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""215953,43"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""370234,7"""
"""2010""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""6512865,34"""
"""2010""";"""TELEFÔNICA SISTEMA DE TELEVISÃO S.A.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""115204,78"""
"""2010""";"""TNL PCS S/A""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""320,05"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""IEC IN SPORTS AB""";"""1261,01"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""SANTA MONICA""";"""2134,58"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""FEDERATION FRANÇAISE DE FOOTBALL""";"""4909,37"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""SPORT TV PORTUGAL S.A.""";"""8549,71"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""DEUTSCHER FUSBALL BUND E.V.""";"""12811,22"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""MEDIA PARTNERS & SILVA LLC""";"""13836,68"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""TORNEOS Y COMPETENCIAS S.A.""";"""21580,58"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""INTERNATIONAL JUDO FEDERATION""";"""26167,23"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""Enjoy TV""";"""28344,81"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""NBA PROPERTIES INC.""";"""60201,59"""
"""2010""";"""TOPSPORTS VENTURES S.A.""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""204092,14"""
"""2010""";"""TV ÔMEGA LTDA.""";"""Media Partners & Silva Limited""";"""385720,4"""
"""2010""";"""TVA SUL PARANÁ LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""18443,93"""
"""2009""";"""614 TVP JOÃO PESSOA S/A""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""6348,83"""
"""2009""";"""614 TVT MACEIÓ S/A""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""6988,77"""
"""2009""";"""CCS CAMBORIU CABLE SYSTEM DE TELECOMUNICACOES LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""18611,34"""
"""2009""";"""COMERCIAL CABO TV SÃO PAULO S/A""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""166266,45"""
"""2009""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""AUSTRALIAN BROADCASTING CORPORATION""";"""1466,62"""
"""2009""";"""ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA""";"""ESPN INTERNATIONAL BV""";"""784202,13"""
"""2009""";"""G2C GLOBOSAT COMERCIALIZAÇÃO DE CONTEÚDOS S/A (BAIXADA)""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""37326,7"""
"""2009""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""23434,8"""
"""2009""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GEM ENTERTAINMENT KFT""";"""208963,65"""
"""2009""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FEDERATION INTERNATIONALE DE VOLLEYBALL""";"""287837"""
"""2009""";"""JACAREI CABO SA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""1609,33"""
"""2009""";"""NET SERVIÇOS DE COMUNICAÇÃO S/A.""";"""BRASIL DISTRIBUTION, L.L.C.""";"""813088,68"""
"""2009""";"""NET SERVIÇOS DE COMUNICAÇÃO S/A.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""1061577"""
"""2009""";"""PONTAL CABO LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""166,39"""
"""2009""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""THE INTERNATIONAL OLYMPIC COMMITTEE""";"""3548643,61"""
"""2009""";"""RCA COMPANY DE TELECOMUNICAÇÕES DE CABO FRIO LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""2361,78"""
"""2009""";"""SKY BRASIL SERVIÇOS LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""381627,81"""
"""2009""";"""SKY BRASIL SERVIÇOS LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""1758409,49"""
"""2009""";"""SKY BRASIL SERVIÇOS LTDA""";"""BRASIL DISTRIBUTION, L.L.C.""";"""4516428,25"""
"""2009""";"""TELECAB TELECOMUNICAÇÕES LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""88,41"""
"""2009""";"""TELECAB TELECOMUNICAÇÕES LTDA""";"""BRASIL DISTRIBUTION, L.L.C.""";"""177,46"""
"""2009""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GUSSI, S.A. DE C.V.""";"""60082,96"""
"""2009""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""130901,69"""
"""2009""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GEM ENTERTAINMENT KFT""";"""450074,97"""
"""2009""";"""TELEFÔNICA SISTEMA DE TELEVISÃO S.A.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""117054,85"""
"""2009""";"""TOPSPORTS VENTURES S.A.""";"""DFL SPORTS ENTERPRISES GMBH""";"""8307,35"""
"""2009""";"""TOPSPORTS VENTURES S.A.""";"""Enjoy TV""";"""11735,29"""
"""2009""";"""TOPSPORTS VENTURES S.A.""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""117921,15"""
"""2009""";"""TV A CABO CASCAVEL LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""1025,98"""
"""2009""";"""TV A CABO GUARAPUAVA LTDA.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""964,94"""
"""2009""";"""TV JACARANDA LTDA.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""2927,99"""
"""2009""";"""TVA SUL PARANÁ LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""52422,77"""
"""2009""";"""VIVAX LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""43059,55"""
;;;
;;;
"""Fonte: ANCINE (Superintendência de Fomento - SFO).""";;;
"""2017: Sistema de Arrecadação de Benefícios Fiscais (SABF) em 16/04/2018.""";;;
"""2016: Sistema de Informações da ANCINE (SIA)/Sistema de Arrecadação em 19/04/2017.""";;;
"""2015: Sistema de Informações da ANCINE (SIA)/Sistema de Arrecadação em 06/05/2016.""";;;
"""2002 a 2014: Sistema de Informações da ANCINE (SIA)/Sistema de Arrecadação em 28/09/2015.""";;;
;;;
"""Os valores disponíveis nesse arquivo são valores correntes do ano de referência.""";;;
;;;
"""Elaboração: Coordenação do Observatório do Cinema e do Audiovisual. Publicado em 04/06/2018.""";;;
